Start,Mean,Group,Summary
1343068167,1343069980,1,RT @CarolaUilenhoed: Livestream Judo Olympische Spelen London 2012 #judo #os2012 #london2012
1343091283,1343091665,2,London 2012 Olympics: Colin Oates going for judo gold and #212 #Colin #going #gold #judo #London #news #Oates #Olympics
1343107020,1343107202,3,#Uzbek judo fighter barred from #Olympics after traces of cannabis were found in his blood #notveryclever #dumbass
1343055484,1343056013,4,Judo Live Olympische Spelen Livestream London 2012 #judo #os2012 #london2012
1343072057,1343075637,5,Tyne Tees TV slot tonight (not BBC) @kodokwai @shieldsgazette #judo #london2012 6.00-6.30pm A bit about me & Kodokwai Judo Club
1343088252,1343089383,6,#judo tweets from #london2012 competitors at - check it out! #socialolympics
1343104603,1343104603,7,@Grantland33 Any advice on setting up an Olympics Fantasy League? My patriotism is enhanced by meaningless wagers on judo. #olympics2012
1343057828,1343059962,8,RT @CarolaUilenhoed: Livestream Judo Olympische Spelen London 2012 #judo #os2012 #london2012
1343103032,1343103932,9,@judosilencer @rddrg18 no one likes being eye balled. Don't waste ur energy! U have more important things to spend ur energy on! #Olympics
1343075951,1343075951,10,RT @sarahclark_judo: Tyne Tees TV slot tonight (not BBC) @kodokwai @shieldsgazette #judo #london2012 6.00-6.30pm A bit about me & Ko ...
1343062741,1343064118,11,RT @Napier_SES: @sarahclark_judo we are all rooting for you at this end Sarah! Best of luck! #london2012 #believe
1343112595,1343112595,12,RT @marialepulgar: The best of luck to @Martidamus @Judo_Kayla @judosilencer @NickforGold @judo_chopper Awesome athletes!!! @DoralJourna ...
1343098224,1343101488,13,Everyone gets their start somehow... Fight over Pokemon card led British judoka into the sport: #Olympics #Judo
1343082508,1343083215,14,Wedstrijdschema voor Judo - Olympische Spelen 2012 #judo #os2012 #london2012
1343066200,1343066455,15,RT @KENAMJU: "@NihonSport: Judo Live Olympische Spelen Livestream London 2012 #judo #os2012 #london2012"
1343111607,1343111607,16,made my #olympics schedules today on this handy #iphone app mostly on #waterpolo #basketball #volleyball #tabletennis #judo & maybe #boxing
1343136308,1343136308,17,Looking forward to seeing SJSU grad Marti Malloy at #London2012 for judo. #10 worldwide; coach is medalist Mike Swain:
1343140980,1343140980,18,Interviews Nederlandse Olympische Judoka 's | Judo nieuws - #judo #os2012 #london2012
1343179148,1343179953,19,RT @USParalympics: Fact: First medals at the #London2012 Paralympic Games will be handed out on Aug. 30 in cycling judo shooting powe ...
1343167531,1343168193,20,#olympics Dartford Council leader backs Team GB judo team at Olympic Games
1343176208,1343176380,21,RT @USParalympics: Fact: First medals at the #London2012 Paralympic Games will be handed out on Aug. 30 in cycling judo shooting powe ...
1343168478,1343168545,22,Henk Grol /// een judoka zonder excuses - #judo #os2012 #london2012
1343192300,1343192404,23,RT @SportOnTheBox: #London2012: 'The Bad Boy Olympian' - Documentary following GB judo fighter @Ashleymckenzi12 - on @BBCThree at 9pm - ...
1343149410,1343149555,24,Zo te zien is Teddy Rinner klaar voor Londen! #judo #os2012 #london2012
1343160211,1343160211,25,Man judo tickets are hard to get #London2012 #sincewhendiditbecomesobig
1343187416,1343187416,26,Our #London2012 medal picks. Archery - judo: Modern pentathlon - wrestling: #APOlympics (fix)
1343170984,1343170984,27,Dartford Council leader backs Team GB judo team at Olympic Games #olympics
1343115689,1343115689,28,@HamzIsBored I'm going to put the #Dench on you at judo. #Olympics
1343138792,1343138792,29,RT @LineUpSME: Also Excellent interview with @kearney_judo too.. #womeninsport #london2012
1343169990,1343169990,30,#judo tweets from #london2012 competitors at - check it out! #sportrightnow
1343177175,1343177186,31,RT @AP_Sports: Our #London2012 medal picks. Archery through judo Modern pentathlon through wrestling ...
1343164472,1343164472,32,RT @BlueBirdTail: Ghana's first ever judoka Olympian Emmanuel Nartey in action: #Ghana #Olympics #Judo #sport #fb
1343172772,1343172772,33,RT @sbpitcher5: @judo_chopper Bring home the gold ! #London2012 #TeamUSA
1343140894,1343140934,34,Judo bondscoach dames mikt op twee plakken: #judo #os2012 #london2012
1343192422,1343192488,35,Been getting in the Olympic spirit watching #bbc3 - Zoe smith and Ashley Mckenzie #gbweightlifting #gbjudo getting excited now! #London2012
1343147949,1343147949,36,Video: Preparation Dutch Judo Men part5 Papendal: #judo #os2012 #london2012
1343178858,1343178858,37,#judo facebook updates from #london2012 athletes and teams at #sportrightnow
