Time,Group
1343052964,0
1343053672,0
1343054189,0
1343054438,0
1343055484,0
1343055755,0
1343056013,0
1343056579,0
1343057828,0
1343059962,0
1343062741,0
1343063572,0
1343064118,0
1343064201,0
1343064488,0
1343064938,0
1343066200,0
1343066455,0
1343068167,0
1343069980,0
1343071291,0
1343072057,0
1343072734,0
1343073353,0
1343073445,0
1343074600,0
1343075376,0
1343075637,0
1343075928,0
1343075951,0
1343077920,0
1343082508,0
1343083215,0
1343084032,0
1343084232,0
1343086625,0
1343087850,0
1343088252,0
1343089383,0
1343091283,0
1343091663,0
1343091665,0
1343092495,0
1343093323,0
1343094124,0
1343095704,0
1343096265,0
1343096633,0
1343098224,0
1343098842,0
1343101488,0
1343103032,0
1343103932,0
1343104603,0
1343107020,0
1343107168,0
1343107202,0
1343107461,0
1343111607,0
1343112595,0
1343113661,0
1343115689,0
1343118277,0
1343119136,0
1343129724,0
1343136308,0
1343138792,0
1343139977,0
1343140800,0
1343140894,0
1343140934,0
1343140980,0
1343142668,0
1343142932,0
1343147949,0
1343149410,0
1343149555,0
1343149709,0
1343151728,0
1343156308,0
1343159426,0
1343159430,0
1343159614,0
1343160211,0
1343164472,0
1343164849,0
1343165147,0
1343165195,0
1343165437,0
1343167531,0
1343168193,0
1343168478,0
1343168545,0
1343168617,0
1343168663,0
1343168736,0
1343168826,0
1343169313,0
1343169355,0
1343169407,0
1343169990,0
1343170984,0
1343171354,0
1343171587,0
1343172620,0
1343172772,0
1343174096,0
1343174408,0
1343175276,0
1343176208,0
1343176380,0
1343176618,0
1343177175,0
1343177186,0
1343177371,0
1343177480,0
1343178449,0
1343178858,0
1343179148,0
1343179953,0
1343180154,0
1343184077,0
1343184541,0
1343185112,0
1343185290,0
1343185417,0
1343185492,0
1343185686,0
1343186109,0
1343186152,0
1343186391,0
1343187416,0
1343187509,0
1343187803,0
1343188359,0
1343188943,0
1343189123,0
1343189589,0
1343190087,0
1343191593,0
1343191620,0
1343192300,0
1343192404,0
1343192422,0
1343192488,0
1343192508,0
1343192574,0
1343192631,0
1343192856,0
1343192874,0
1343192881,0
1343193094,0
1343193589,0
1343207681,0
1343211486,0
1343214844,0
1343217365,0
1343217511,0
1343294211,0
1343294565,0
1343303151,0
1343307288,0
1343312077,0
1343312504,0
1343313459,0
1343313633,0
1343313954,0
1343314401,0
1343314786,0
1343314826,0
1343315704,0
1343315911,0
1343316001,0
1343316490,0
1343316776,0
1343317339,0
1343317418,0
1343317523,0
1343317725,0
1343317989,0
1343318126,0
1343318151,0
1343318372,0
1343318537,0
1343318582,0
1343319002,0
1343319181,0
1343319738,0
1343320014,0
1343320162,0
1343320177,0
1343320318,0
1343320324,0
1343320438,0
1343320606,0
1343321023,0
1343321203,0
1343321505,0
1343321851,0
1343322135,0
1343322589,0
1343323259,0
1343323328,0
1343323337,0
1343323344,0
1343323487,0
1343325117,0
1343325513,0
1343325583,0
1343325657,0
1343325769,0
1343325853,0
1343326147,0
1343326204,0
1343326565,0
1343326744,0
1343326900,0
1343328023,0
1343328797,0
1343329143,0
1343329214,0
1343329319,0
1343329476,0
1343329609,0
1343329765,0
1343329972,0
1343330855,0
1343331087,0
1343331275,0
1343331299,0
1343331389,0
1343331478,0
1343333423,0
1343333940,0
1343334723,0
1343334784,0
1343334897,0
1343335084,0
1343335513,0
1343335529,0
1343335610,0
1343335684,0
1343336059,0
1343336674,0
1343336716,0
1343337386,0
1343337423,0
1343337434,0
1343337439,0
1343337453,0
1343337463,0
1343337467,0
1343337467,0
1343337467,0
1343337485,0
1343337502,0
1343337526,0
1343337533,0
1343337684,0
1343337732,0
1343337734,0
1343337739,0
1343337766,0
1343337777,0
1343337783,0
1343337869,0
1343338101,0
1343338131,0
1343338185,0
1343338195,0
1343338255,0
1343338300,0
1343338424,0
1343338426,0
1343338559,0
1343338953,0
1343339002,0
1343339212,0
1343339324,0
1343339531,0
1343339559,0
1343339561,0
1343339849,0
1343339861,0
1343339929,0
1343340260,0
1343340418,0
1343340431,0
1343340585,0
1343340823,0
1343341095,0
1343341450,0
1343341499,0
1343341564,0
1343341586,0
1343341611,0
1343341622,0
1343341733,0
1343341771,0
1343341781,0
1343341899,0
1343341978,0
1343342003,0
1343342043,0
1343342096,0
1343342253,0
1343342260,0
1343342420,0
1343342445,0
1343342469,0
1343342475,0
1343342477,0
1343342511,0
1343342691,0
1343342736,0
1343343552,0
1343343619,0
1343343633,0
1343343701,0
1343343780,0
1343344556,0
1343344596,0
1343348537,0
1343350565,0
1343350575,0
1343351103,0
1343351390,0
1343351632,0
1343351657,0
1343351854,0
1343352274,0
1343352578,0
1343352642,0
1343352734,0
1343352808,0
1343353504,0
1343353697,0
1343354319,0
